Date,Year,Month,Product_ID,Territory_ID,TRx_Count,NRx_Count,Refill_Count,Gross_Sales_USD,Net_Sales_USD,Sales_Rep_Calls,Sample_Units_Distributed
2023-01-01,2023,1,PRD_007,TER_NE_02,467,112,355,1587800,1079704.0,42,61
2023-01-01,2023,1,PRD_007,TER_MW_01,456,101,355,1550400,1054272.0,57,57
2023-01-01,2023,1,PRD_007,TER_MW_02,458,123,335,1557200,1058896.0,72,57
2023-01-01,2023,1,PRD_007,TER_SO_01,572,179,393,1944800,1322464.0,29,84
2023-01-01,2023,1,PRD_007,TER_SO_02,572,131,441,1944800,1322464.0,74,61
2023-01-01,2023,1,PRD_007,TER_WE_01,568,148,420,1931200,1313216.0,30,89
2023-01-01,2023,1,PRD_007,TER_WE_02,594,131,463,2019600,1373328.0,43,65
2023-01-01,2023,1,PRD_008,TER_NE_01,458,94,364,1603000,1041950.0,61,55
2023-01-01,2023,1,PRD_008,TER_NE_02,431,75,356,1508500,980525.0,29,51
2023-01-01,2023,1,PRD_008,TER_MW_01,425,90,335,1487500,966875.0,59,51
2023-01-01,2023,1,PRD_008,TER_MW_02,439,87,352,1536500,998725.0,30,36
2023-01-01,2023,1,PRD_008,TER_SO_01,532,91,441,1862000,1210300.0,44,60
2023-01-01,2023,1,PRD_008,TER_SO_02,535,115,420,1872500,1217125.0,54,59
2023-01-01,2023,1,PRD_008,TER_WE_01,519,105,414,1816500,1180725.0,34,53
2023-01-01,2023,1,PRD_008,TER_WE_02,519,104,415,1816500,1180725.0,66,76
2023-02-01,2023,2,PRD_001,TER_NE_01,365,109,256,213525,145197.0,67,46
2023-02-01,2023,2,PRD_001,TER_NE_02,370,113,257,216450,147186.0,45,69
2023-02-01,2023,2,PRD_001,TER_MW_01,345,105,240,201825,137241.0,42,72
2023-02-01,2023,2,PRD_001,TER_MW_02,359,92,267,210015,142810.2,48,57
2023-02-01,2023,2,PRD_001,TER_SO_01,437,123,314,255645,173838.6,45,61
2023-02-01,2023,2,PRD_001,TER_SO_02,461,125,336,269685,183385.8,50,59
2023-02-01,2023,2,PRD_001,TER_WE_01,443,138,305,259155,176225.4,36,74
2023-02-01,2023,2,PRD_001,TER_WE_02,448,87,361,262080,178214.4,74,59
2023-02-01,2023,2,PRD_002,TER_NE_01,430,83,347,253700,164905.0,57,50
2023-02-01,2023,2,PRD_002,TER_NE_02,445,66,379,262550,170657.5,58,37
2023-02-01,2023,2,PRD_002,TER_MW_01,481,88,393,283790,184463.5,58,38
2023-02-01,2023,2,PRD_002,TER_MW_02,453,80,373,267270,173725.5,25,45
2023-02-01,2023,2,PRD_002,TER_SO_01,572,89,483,337480,219362.0,34,52
2023-02-01,2023,2,PRD_002,TER_SO_02,536,92,444,316240,205556.0,63,56
2023-02-01,2023,2,PRD_002,TER_WE_01,561,114,447,330990,215143.5,34,90
2023-02-01,2023,2,PRD_002,TER_WE_02,540,109,431,318600,207090.0,73,52
2023-02-01,2023,2,PRD_003,TER_NE_01,432,71,361,6480,4212.0,70,49
2023-02-01,2023,2,PRD_003,TER_NE_02,437,61,376,6555,4260.75,64,45
2023-02-01,2023,2,PRD_003,TER_MW_01,442,96,346,6630,4309.5,50,59
2023-02-01,2023,2,PRD_003,TER_MW_02,413,76,337,6195,4026.75,27,58
2023-02-01,2023,2,PRD_003,TER_SO_01,556,82,474,8340,5421.0,47,59
2023-02-01,2023,2,PRD_003,TER_SO_02,650,110,540,9750,6337.5,43,63
2023-02-01,2023,2,PRD_003,TER_WE_01,546,80,466,8190,5323.5,52,56
2023-02-01,2023,2,PRD_003,TER_WE_02,546,88,458,8190,5323.5,32,63
2023-02-01,2023,2,PRD_004,TER_NE_01,393,100,293,491250,334050.0,66,57
2023-02-01,2023,2,PRD_004,TER_NE_02,375,96,279,468750,318750.0,26,50
2023-02-01,2023,2,PRD_004,TER_MW_01,372,76,296,465000,316200.0,61,52
2023-02-01,2023,2,PRD_004,TER_MW_02,371,109,262,463750,315350.0,61,62
2023-02-01,2023,2,PRD_004,TER_SO_01,456,138,318,570000,387600.0,36,96
2023-02-01,2023,2,PRD_004,TER_SO_02,478,107,371,597500,406300.0,25,60
2023-02-01,2023,2,PRD_004,TER_WE_01,448,135,313,560000,380800.0,55,89
2023-02-01,2023,2,PRD_004,TER_WE_02,484,95,389,605000,411400.0,29,59
2023-02-01,2023,2,PRD_005,TER_NE_01,212,64,148,386900,263092.0,29,50
2023-02-01,2023,2,PRD_005,TER_NE_02,197,44,153,359525,244477.0,33,32
2023-02-01,2023,2,PRD_005,TER_MW_01,212,47,165,386900,263092.0,35,35
2023-02-01,2023,2,PRD_005,TER_MW_02,198,53,145,361350,245718.0,33,28
2023-02-01,2023,2,PRD_005,TER_SO_01,259,58,201,472675,321419.0,50,28
2023-02-01,2023,2,PRD_005,TER_SO_02,243,47,196,443475,301563.0,50,20
2023-02-01,2023,2,PRD_005,TER_WE_01,236,53,183,430700,292876.0,71,25
2023-02-01,2023,2,PRD_005,TER_WE_02,238,63,175,434350,295358.0,47,40
2023-02-01,2023,2,PRD_006,TER_NE_01,471,83,388,918450,596992.5,39,41
2023-02-01,2023,2,PRD_006,TER_NE_02,439,62,377,856050,556432.5,40,27
2023-02-01,2023,2,PRD_006,TER_MW_01,428,82,346,834600,542490.0,25,60
2023-02-01,2023,2,PRD_006,TER_MW_02,460,74,386,897000,583050.0,27,50
2023-02-01,2023,2,PRD_006,TER_SO_01,506,79,427,986700,641355.0,59,55
2023-02-01,2023,2,PRD_006,TER_SO_02,564,97,467,1099800,714870.0,38,73
2023-02-01,2023,2,PRD_006,TER_WE_01,580,83,497,1131000,735150.0,39,41
2023-02-01,2023,2,PRD_006,TER_WE_02,544,115,429,1060800,689520.0,51,71
2023-02-01,2023,2,PRD_007,TER_NE_01,452,110,342,1536800,1045024.0,60,60
2023-02-01,2023,2,PRD_007,TER_NE_02,432,85,347,1468800,998784.0,43,67
2023-02-01,2023,2,PRD_007,TER_MW_01,450,83,367,1530000,1040400.0,48,34
2023-02-01,2023,2,PRD_007,TER_MW_02,433,136,297,1472200,1001096.0,46,101
2023-02-01,2023,2,PRD_007,TER_SO_01,583,166,417,1982200,1347896.0,33,122
2023-02-01,2023,2,PRD_007,TER_SO_02,561,178,383,1907400,1297032.0,38,122
2023-02-01,2023,2,PRD_007,TER_WE_01,594,130,464,2019600,1373328.0,71,75
2023-02-01,2023,2,PRD_007,TER_WE_02,553,116,437,1880200,1278536.0,60,50
2023-02-01,2023,2,PRD_008,TER_NE_01,406,76,330,1421000,923650.0,59,37
2023-02-01,2023,2,PRD_008,TER_NE_02,442,87,355,1547000,1005550.0,65,36
2023-02-01,2023,2,PRD_008,TER_MW_01,470,99,371,1645000,1069250.0,40,49
2023-02-01,2023,2,PRD_008,TER_MW_02,487,99,388,1704500,1107925.0,54,56
2023-02-01,2023,2,PRD_008,TER_SO_01,585,108,477,2047500,1330875.0,45,45
2023-02-01,2023,2,PRD_008,TER_SO_02,541,111,430,1893500,1230775.0,27,66
2023-02-01,2023,2,PRD_008,TER_WE_01,566,80,486,1981000,1287650.0,59,58
2023-02-01,2023,2,PRD_008,TER_WE_02,609,128,481,2131500,1385475.0,25,52
2023-03-01,2023,3,PRD_001,TER_NE_01,377,115,262,220545,149970.6,70,81
2023-03-01,2023,3,PRD_001,TER_NE_02,392,103,289,229320,155937.6,50,47
2023-03-01,2023,3,PRD_001,TER_MW_01,415,111,304,242775,165087.0,31,50
2023-03-01,2023,3,PRD_001,TER_MW_02,382,81,301,223470,151959.6,36,48
2023-03-01,2023,3,PRD_001,TER_SO_01,494,130,364,288990,196513.2,65,78
2023-03-01,2023,3,PRD_001,TER_SO_02,488,131,357,285480,194126.4,30,99
2023-03-01,2023,3,PRD_001,TER_WE_01,504,107,397,294840,200491.2,66,84
2023-03-01,2023,3,PRD_001,TER_WE_02,489,110,379,286065,194524.2,73,71
2023-03-01,2023,3,PRD_002,TER_NE_01,398,70,328,234820,152633.0,73,42
2023-03-01,2023,3,PRD_002,TER_NE_02,422,59,363,248980,161837.0,70,24
2023-03-01,2023,3,PRD_002,TER_MW_01,462,75,387,272580,177177.0,63,54
2023-03-01,2023,3,PRD_002,TER_MW_02,462,85,377,272580,177177.0,66,43
2023-03-01,2023,3,PRD_002,TER_SO_01,565,83,482,333350,216677.5,65,60
2023-03-01,2023,3,PRD_002,TER_SO_02,588,107,481,346920,225498.0,63,67
2023-03-01,2023,3,PRD_002,TER_WE_01,568,121,447,335120,217828.0,69,67
2023-03-01,2023,3,PRD_002,TER_WE_02,553,96,457,326270,212075.5,36,72
2023-03-01,2023,3,PRD_003,TER_NE_01,428,83,345,6420,4173.0,57,60
2023-03-01,2023,3,PRD_003,TER_NE_02,474,102,372,7110,4621.5,29,40
2023-03-01,2023,3,PRD_003,TER_MW_01,444,71,373,6660,4329.0,47,29
2023-03-01,2023,3,PRD_003,TER_MW_02,459,96,363,6885,4475.25,42,42
2023-03-01,2023,3,PRD_003,TER_SO_01,546,92,454,8190,5323.5,43,58
2023-03-01,2023,3,PRD_003,TER_SO_02,506,93,413,7590,4933.5,73,39
2023-03-01,2023,3,PRD_003,TER_WE_01,563,121,442,8445,5489.25,53,81
2023-03-01,2023,3,PRD_003,TER_WE_02,551,93,458,8265,5372.25,35,59
2023-03-01,2023,3,PRD_004,TER_NE_01,365,71,294,456250,310250.0,63,53
2023-03-01,2023,3,PRD_004,TER_NE_02,387,108,279,483750,328950.0,51,75
2023-03-01,2023,3,PRD_004,TER_MW_01,412,131,281,515000,350200.0,26,53
2023-03-01,2023,3,PRD_004,TER_MW_02,389,93,296,486250,330650.0,59,53
2023-03-01,2023,3,PRD_004,TER_SO_01,480,147,333,600000,408000.0,73,71
2023-03-01,2023,3,PRD_004,TER_SO_02,465,114,351,581250,395250.0,48,75
2023-03-01,2023,3,PRD_004,TER_WE_01,496,119,377,620000,421600.0,59,51
2023-03-01,2023,3,PRD_004,TER_WE_02,505,129,376,631250,429250.0,62,92
2023-03-01,2023,3,PRD_005,TER_NE_01,213,62,151,388725,264333.0,52,39
2023-03-01,2023,3,PRD_005,TER_NE_02,196,56,140,357700,243236.0,47,29
2023-03-01,2023,3,PRD_005,TER_MW_01,181,47,134,330325,224621.0,60,26
2023-03-01,2023,3,PRD_005,TER_MW_02,211,53,158,385075,261851.0,58,24
2023-03-01,2023,3,PRD_005,TER_SO_01,235,71,164,428875,291635.0,25,55
2023-03-01,2023,3,PRD_005,TER_SO_02,246,55,191,448950,305286.0,34,36
2023-03-01,2023,3,PRD_005,TER_WE_01,231,43,188,421575,286671.0,35,22
2023-03-01,2023,3,PRD_005,TER_WE_02,264,72,192,481800,327624.0,29,44
2023-03-01,2023,3,PRD_006,TER_NE_01,462,85,377,900900,585585.0,55,57
2023-03-01,2023,3,PRD_006,TER_NE_02,482,72,410,939900,610935.0,29,35
2023-03-01,2023,3,PRD_006,TER_MW_01,456,68,388,889200,577980.0,50,28
2023-03-01,2023,3,PRD_006,TER_MW_02,465,66,399,906750,589387.5,51,30
2023-03-01,2023,3,PRD_006,TER_SO_01,518,109,409,1010100,656565.0,61,85
2023-03-01,2023,3,PRD_006,TER_SO_02,559,92,467,1090050,708532.5,47,53
2023-03-01,2023,3,PRD_006,TER_WE_01,570,83,487,1111500,722475.0,71,38
2023-03-01,2023,3,PRD_006,TER_WE_02,574,81,493,1119300,727545.0,56,43
2023-03-01,2023,3,PRD_007,TER_NE_01,437,112,325,1485800,1010344.0,58,52
2023-03-01,2023,3,PRD_007,TER_NE_02,468,100,368,1591200,1082016.0,47,57
2023-03-01,2023,3,PRD_007,TER_MW_01,440,91,349,1496000,1017280.0,73,54
2023-03-01,2023,3,PRD_007,TER_MW_02,444,122,322,1509600,1026528.0,45,95
2023-03-01,2023,3,PRD_007,TER_SO_01,523,136,387,1778200,1209176.0,48,108
2023-03-01,2023,3,PRD_007,TER_SO_02,603,121,482,2050200,1394136.0,58,72
2023-03-01,2023,3,PRD_007,TER_WE_01,590,153,437,2006000,1364080.0,43,73
2023-03-01,2023,3,PRD_007,TER_WE_02,607,142,465,2063800,1403384.0,52,105
2023-03-01,2023,3,PRD_008,TER_NE_01,467,70,397,1634500,1062425.0,51,53
2023-03-01,2023,3,PRD_008,TER_NE_02,462,91,371,1617000,1051050.0,69,53
2023-03-01,2023,3,PRD_008,TER_MW_01,440,85,355,1540000,1001000.0,65,63
2023-03-01,2023,3,PRD_008,TER_MW_02,457,98,359,1599500,1039675.0,41,76
2023-03-01,2023,3,PRD_008,TER_SO_01,543,108,435,1900500,1235325.0,30,68
2023-03-01,2023,3,PRD_008,TER_SO_02,570,96,474,1995000,1296750.0,62,58
2023-03-01,2023,3,PRD_008,TER_WE_01,518,97,421,1813000,1178450.0,74,66
2023-03-01,2023,3,PRD_008,TER_WE_02,625,132,493,2187500,1421875.0,51,74
2023-04-01,2023,4,PRD_001,TER_NE_01,400,104,296,234000,159120.0,69,61
2023-04-01,2023,4,PRD_001,TER_NE_02,402,128,274,235170,159915.6,32,94
2023-04-01,2023,4,PRD_001,TER_MW_01,413,125,288,241605,164291.4,43,65
2023-04-01,2023,4,PRD_001,TER_MW_02,386,83,303,225810,153550.8,29,50
2023-04-01,2023,4,PRD_001,TER_SO_01,503,91,412,294255,200093.4,56,70
2023-04-01,2023,4,PRD_001,TER_SO_02,492,90,402,287820,195717.6,27,60
2023-04-01,2023,4,PRD_001,TER_WE_01,477,109,368,279045,189750.6,26,58
2023-04-01,2023,4,PRD_001,TER_WE_02,469,132,337,274365,186568.2,54,103
2023-04-01,2023,4,PRD_002,TER_NE_01,477,78,399,281430,182929.5,31,32
2023-04-01,2023,4,PRD_002,TER_NE_02,467,78,389,275530,179094.5,61,54
2023-04-01,2023,4,PRD_002,TER_MW_01,465,93,372,274350,178327.5,33,65
2023-04-01,2023,4,PRD_002,TER_MW_02,442,91,351,260780,169507.0,26,40
2023-04-01,2023,4,PRD_002,TER_SO_01,613,99,514,361670,235085.5,28,55
2023-04-01,2023,4,PRD_002,TER_SO_02,550,79,471,324500,210925.0,59,48
2023-04-01,2023,4,PRD_002,TER_WE_01,601,117,484,354590,230483.5,69,91
2023-04-01,2023,4,PRD_002,TER_WE_02,623,113,510,367570,238920.5,40,76
2023-04-01,2023,4,PRD_003,TER_NE_01,452,68,384,6780,4407.0,50,38
2023-04-01,2023,4,PRD_003,TER_NE_02,419,68,351,6285,4085.25,58,34
2023-04-01,2023,4,PRD_003,TER_MW_01,474,78,396,7110,4621.5,63,38
2023-04-01,2023,4,PRD_003,TER_MW_02,451,86,365,6765,4397.25,37,55
2023-04-01,2023,4,PRD_003,TER_SO_01,608,91,517,9120,5928.0,41,62
2023-04-01,2023,4,PRD_003,TER_SO_02,532,111,421,7980,5187.0,34,70
2023-04-01,2023,4,PRD_003,TER_WE_01,551,107,444,8265,5372.25,38,62
2023-04-01,2023,4,PRD_003,TER_WE_02,575,91,484,8625,5606.25,48,46
2023-04-01,2023,4,PRD_004,TER_NE_01,370,114,256,462500,314500.0,32,57
2023-04-01,2023,4,PRD_004,TER_NE_02,393,98,295,491250,334050.0,38,73
2023-04-01,2023,4,PRD_004,TER_MW_01,401,87,314,501250,340850.0,73,45
2023-04-01,2023,4,PRD_004,TER_MW_02,406,73,333,507500,345100.0,53,30
2023-04-01,2023,4,PRD_004,TER_SO_01,511,96,415,638750,434350.0,74,56
2023-04-01,2023,4,PRD_004,TER_SO_02,462,105,357,577500,392700.0,68,73
2023-04-01,2023,4,PRD_004,TER_WE_01,471,108,363,588750,400350.0,43,67
2023-04-01,2023,4,PRD_004,TER_WE_02,480,144,336,600000,408000.0,28,103
2023-04-01,2023,4,PRD_005,TER_NE_01,199,61,138,363175,246959.0,72,47
2023-04-01,2023,4,PRD_005,TER_NE_02,210,57,153,383250,260610.0,41,38
2023-04-01,2023,4,PRD_005,TER_MW_01,176,47,129,321200,218416.0,34,21
2023-04-01,2023,4,PRD_005,TER_MW_02,199,42,157,363175,246959.0,67,27
2023-04-01,2023,4,PRD_005,TER_SO_01,252,55,197,459900,312732.0,45,32
2023-04-01,2023,4,PRD_005,TER_SO_02,253,68,185,461725,313973.0,61,28
2023-04-01,2023,4,PRD_005,TER_WE_01,256,64,192,467200,317696.0,65,37
2023-04-01,2023,4,PRD_005,TER_WE_02,249,48,201,454425,309009.0,38,33
2023-04-01,2023,4,PRD_006,TER_NE_01,460,79,381,897000,583050.0,26,38
2023-04-01,2023,4,PRD_006,TER_NE_02,425,81,344,828750,538687.5,35,56
2023-04-01,2023,4,PRD_006,TER_MW_01,482,96,386,939900,610935.0,69,49
2023-04-01,2023,4,PRD_006,TER_MW_02,469,70,399,914550,594457.5,31,31
2023-04-01,2023,4,PRD_006,TER_SO_01,573,101,472,1117350,726277.5,25,76
2023-04-01,2023,4,PRD_006,TER_SO_02,560,91,469,1092000,709800.0,59,60
2023-04-01,2023,4,PRD_006,TER_WE_01,584,107,477,1138800,740220.0,71,78
2023-04-01,2023,4,PRD_006,TER_WE_02,586,82,504,1142700,742755.0,61,62
2023-04-01,2023,4,PRD_007,TER_NE_01,480,150,330,1632000,1109760.0,59,89
2023-04-01,2023,4,PRD_007,TER_NE_02,487,115,372,1655800,1125944.0,41,87
2023-04-01,2023,4,PRD_007,TER_MW_01,489,148,341,1662600,1130568.0,50,99
2023-04-01,2023,4,PRD_007,TER_MW_02,446,99,347,1516400,1031152.0,52,50
2023-04-01,2023,4,PRD_007,TER_SO_01,572,171,401,1944800,1322464.0,66,121
2023-04-01,2023,4,PRD_007,TER_SO_02,575,168,407,1955000,1329400.0,58,79
2023-04-01,2023,4,PRD_007,TER_WE_01,530,120,410,1802000,1225360.0,31,64
2023-04-01,2023,4,PRD_007,TER_WE_02,564,130,434,1917600,1303968.0,40,81
2023-04-01,2023,4,PRD_008,TER_NE_01,469,98,371,1641500,1066975.0,33,60
2023-04-01,2023,4,PRD_008,TER_NE_02,501,103,398,1753500,1139775.0,47,73
2023-04-01,2023,4,PRD_008,TER_MW_01,404,66,338,1414000,919100.0,27,45
2023-04-01,2023,4,PRD_008,TER_MW_02,434,93,341,1519000,987350.0,58,55
2023-04-01,2023,4,PRD_008,TER_SO_01,564,81,483,1974000,1283100.0,50,64
2023-04-01,2023,4,PRD_008,TER_SO_02,617,98,519,2159500,1403675.0,56,64
2023-04-01,2023,4,PRD_008,TER_WE_01,593,119,474,2075500,1349075.0,41,58
2023-04-01,2023,4,PRD_008,TER_WE_02,626,97,529,2191000,1424150.0,66,73
2023-05-01,2023,5,PRD_001,TER_NE_01,378,82,296,221130,150368.4,37,59
2023-05-01,2023,5,PRD_001,TER_NE_02,404,108,296,236340,160711.2,71,50
2023-05-01,2023,5,PRD_001,TER_MW_01,409,127,282,239265,162700.2,62,65
2023-05-01,2023,5,PRD_001,TER_MW_02,397,97,300,232245,157926.6,71,41
2023-05-01,2023,5,PRD_001,TER_SO_01,511,158,353,298935,203275.8,44,103
2023-05-01,2023,5,PRD_001,TER_SO_02,511,124,387,298935,203275.8,57,97
2023-05-01,2023,5,PRD_001,TER_WE_01,445,111,334,260325,177021.0,45,87
2023-05-01,2023,5,PRD_001,TER_WE_02,488,130,358,285480,194126.4,46,91
2023-05-01,2023,5,PRD_002,TER_NE_01,420,74,346,247800,161070.0,27,34
2023-05-01,2023,5,PRD_002,TER_NE_02,454,79,375,267860,174109.0,68,59
2023-05-01,2023,5,PRD_002,TER_MW_01,431,94,337,254290,165288.5,74,69
2023-05-01,2023,5,PRD_002,TER_MW_02,458,72,386,270220,175643.0,30,31
2023-05-01,2023,5,PRD_002,TER_SO_01,561,96,465,330990,215143.5,50,58
2023-05-01,2023,5,PRD_002,TER_SO_02,626,98,528,369340,240071.0,61,56
2023-05-01,2023,5,PRD_002,TER_WE_01,542,102,440,319780,207857.0,50,41
2023-05-01,2023,5,PRD_002,TER_WE_02,566,116,450,333940,217061.0,53,88
2023-05-01,2023,5,PRD_003,TER_NE_01,459,92,367,6885,4475.25,37,68
2023-05-01,2023,5,PRD_003,TER_NE_02,450,90,360,6750,4387.5,60,44
2023-05-01,2023,5,PRD_003,TER_MW_01,481,73,408,7215,4689.75,48,51
2023-05-01,2023,5,PRD_003,TER_MW_02,476,99,377,7140,4641.0,68,40
2023-05-01,2023,5,PRD_003,TER_SO_01,527,87,440,7905,5138.25,26,52
2023-05-01,2023,5,PRD_003,TER_SO_02,579,118,461,8685,5645.25,46,67
2023-05-01,2023,5,PRD_003,TER_WE_01,561,108,453,8415,5469.75,34,82
2023-05-01,2023,5,PRD_003,TER_WE_02,548,83,465,8220,5343.0,51,64
2023-05-01,2023,5,PRD_004,TER_NE_01,455,112,343,568750,386750.0,27,62
2023-05-01,2023,5,PRD_004,TER_NE_02,359,102,257,448750,305150.0,59,43
2023-05-01,2023,5,PRD_004,TER_MW_01,354,94,260,442500,300900.0,69,47
2023-05-01,2023,5,PRD_004,TER_MW_02,379,98,281,473750,322150.0,51,55
2023-05-01,2023,5,PRD_004,TER_SO_01,464,145,319,580000,394400.0,46,108
2023-05-01,2023,5,PRD_004,TER_SO_02,502,110,392,627500,426700.0,53,62
2023-05-01,2023,5,PRD_004,TER_WE_01,496,118,378,620000,421600.0,36,83
2023-05-01,2023,5,PRD_004,TER_WE_02,525,115,410,656250,446250.0,31,87
2023-05-01,2023,5,PRD_005,TER_NE_01,213,52,161,388725,264333.0,39,32
2023-05-01,2023,5,PRD_005,TER_NE_02,195,40,155,355875,241995.0,32,18
2023-05-01,2023,5,PRD_005,TER_MW_01,208,43,165,379600,258128.0,51,18
2023-05-01,2023,5,PRD_005,TER_MW_02,195,60,135,355875,241995.0,61,35
2023-05-01,2023,5,PRD_005,TER_SO_01,240,70,170,438000,297840.0,58,52
2023-05-01,2023,5,PRD_005,TER_SO_02,264,67,197,481800,327624.0,47,51
2023-05-01,2023,5,PRD_005,TER_WE_01,261,66,195,476325,323901.0,30,27
2023-05-01,2023,5,PRD_005,TER_WE_02,221,69,152,403325,274261.0,31,33
2023-05-01,2023,5,PRD_006,TER_NE_01,449,94,355,875550,569107.5,46,65
2023-05-01,2023,5,PRD_006,TER_NE_02,444,96,348,865800,562770.0,62,66
2023-05-01,2023,5,PRD_006,TER_MW_01,425,85,340,828750,538687.5,74,64
2023-05-01,2023,5,PRD_006,TER_MW_02,490,100,390,955500,621075.0,72,72
2023-05-01,2023,5,PRD_006,TER_SO_01,549,116,433,1070550,695857.5,60,92
2023-05-01,2023,5,PRD_006,TER_SO_02,530,106,424,1033500,671775.0,45,65
2023-05-01,2023,5,PRD_006,TER_WE_01,552,95,457,1076400,699660.0,66,64
2023-05-01,2023,5,PRD_006,TER_WE_02,533,81,452,1039350,675577.5,33,41
2023-05-01,2023,5,PRD_007,TER_NE_01,457,105,352,1553800,1056584.0,72,54
2023-05-01,2023,5,PRD_007,TER_NE_02,518,145,373,1761200,1197616.0,45,90
2023-05-01,2023,5,PRD_007,TER_MW_01,481,98,383,1635400,1112072.0,41,75
2023-05-01,2023,5,PRD_007,TER_MW_02,487,144,343,1655800,1125944.0,64,67
2023-05-01,2023,5,PRD_007,TER_SO_01,569,104,465,1934600,1315528.0,65,49
2023-05-01,2023,5,PRD_007,TER_SO_02,608,138,470,2067200,1405696.0,30,91
