Date,Year,Month,Product_ID,Territory_ID,TRx_Count,NRx_Count,Refill_Count,Gross_Sales_USD,Net_Sales_USD,Sales_Rep_Calls,Sample_Units_Distributed,Month_Num,Year_Num,Lag_1_TRx,Lag_2_TRx,Rolling_3M_Mean,Forecasted_TRx,Forecast_Variance
2024-07-01,2024,7,PRD_001,TER_MW_01,478,98,380,279630,190148.4,42,72,7,2024,458.0,460.0,444.3333333333333,478.0,0.0
2024-08-01,2024,8,PRD_001,TER_MW_01,443,117,326,259155,176225.4,31,69,8,2024,478.0,458.0,465.3333333333333,443.0,0.0
2024-09-01,2024,9,PRD_001,TER_MW_01,456,112,344,266760,181396.8,25,84,9,2024,443.0,478.0,459.6666666666667,456.0,0.0
2024-10-01,2024,10,PRD_001,TER_MW_01,467,86,381,273195,185772.6,51,47,10,2024,456.0,443.0,459.0,467.0,0.0
2024-11-01,2024,11,PRD_001,TER_MW_01,464,142,322,271440,184579.2,74,109,11,2024,467.0,456.0,455.3333333333333,464.0,0.0
2024-12-01,2024,12,PRD_001,TER_MW_01,491,125,366,287235,195319.8,58,98,12,2024,464.0,467.0,462.3333333333333,491.0,0.0
2025-01-01,2025,1,PRD_001,TER_MW_01,473,115,358,276705,188159.4,65,66,1,2025,491.0,464.0,474.0,508.0,-35.0
2025-02-01,2025,2,PRD_001,TER_MW_01,481,105,376,281385,191341.8,26,65,2,2025,473.0,491.0,476.0,493.0,-12.0
2025-03-01,2025,3,PRD_001,TER_MW_01,552,155,397,322920,219585.6,39,103,3,2025,481.0,473.0,481.6666666666667,473.0,79.0
2025-04-01,2025,4,PRD_001,TER_MW_01,515,129,386,301275,204867.0,38,99,4,2025,552.0,481.0,502.0,512.0,3.0
2025-05-01,2025,5,PRD_001,TER_MW_01,490,117,373,286650,194922.0,71,74,5,2025,515.0,552.0,516.0,527.0,-37.0
2025-06-01,2025,6,PRD_001,TER_MW_01,520,140,380,304200,206856.0,37,92,6,2025,490.0,515.0,519.0,505.0,15.0
2025-07-01,2025,7,PRD_001,TER_MW_01,519,112,407,303615,206458.2,67,86,7,2025,520.0,490.0,508.3333333333333,503.0,16.0
2025-08-01,2025,8,PRD_001,TER_MW_01,496,120,376,290160,197308.8,28,71,8,2025,519.0,520.0,509.6666666666667,509.0,-13.0
2025-09-01,2025,9,PRD_001,TER_MW_01,459,137,322,268515,182590.2,62,77,9,2025,496.0,519.0,511.6666666666667,519.0,-60.0
2025-10-01,2025,10,PRD_001,TER_MW_01,494,110,384,288990,196513.2,34,77,10,2025,459.0,496.0,491.3333333333333,487.0,7.0
2025-11-01,2025,11,PRD_001,TER_MW_01,520,138,382,304200,206856.0,61,64,11,2025,494.0,459.0,483.0,488.0,32.0
2025-12-01,2025,12,PRD_001,TER_MW_01,567,156,411,331695,225552.6,50,80,12,2025,520.0,494.0,491.0,541.0,26.0
2023-04-01,2023,4,PRD_001,TER_MW_02,386,83,303,225810,153550.8,29,50,4,2023,382.0,359.0,366.0,386.0,0.0
2023-05-01,2023,5,PRD_001,TER_MW_02,397,97,300,232245,157926.6,71,41,5,2023,386.0,382.0,375.6666666666667,397.0,0.0
2023-06-01,2023,6,PRD_001,TER_MW_02,389,120,269,227565,154744.2,29,83,6,2023,397.0,386.0,388.3333333333333,389.0,0.0
2023-07-01,2023,7,PRD_001,TER_MW_02,416,129,287,243360,165484.8,63,58,7,2023,389.0,397.0,390.6666666666667,416.0,0.0
2023-08-01,2023,8,PRD_001,TER_MW_02,399,73,326,233415,158722.2,66,49,8,2023,416.0,389.0,400.6666666666667,399.0,0.0
2023-09-01,2023,9,PRD_001,TER_MW_02,384,117,267,224640,152755.2,47,60,9,2023,399.0,416.0,401.3333333333333,384.0,0.0
2023-10-01,2023,10,PRD_001,TER_MW_02,363,90,273,212355,144401.4,61,62,10,2023,384.0,399.0,399.6666666666667,363.0,0.0
2023-11-01,2023,11,PRD_001,TER_MW_02,392,112,280,229320,155937.6,70,58,11,2023,363.0,384.0,382.0,392.0,0.0
2023-12-01,2023,12,PRD_001,TER_MW_02,400,113,287,234000,159120.0,55,54,12,2023,392.0,363.0,379.6666666666667,400.0,0.0
2024-01-01,2024,1,PRD_001,TER_MW_02,413,87,326,241605,164291.4,60,66,1,2024,400.0,392.0,385.0,413.0,0.0
2024-02-01,2024,2,PRD_001,TER_MW_02,469,88,381,274365,186568.2,60,39,2,2024,413.0,400.0,401.6666666666667,469.0,0.0
2024-03-01,2024,3,PRD_001,TER_MW_02,442,133,309,258570,175827.6,74,78,3,2024,469.0,413.0,427.3333333333333,442.0,0.0
2024-04-01,2024,4,PRD_001,TER_MW_02,446,83,363,260910,177418.8,40,48,4,2024,442.0,469.0,441.3333333333333,446.0,0.0
2024-05-01,2024,5,PRD_001,TER_MW_02,465,101,364,272025,184977.0,53,65,5,2024,446.0,442.0,452.3333333333333,465.0,0.0
2024-06-01,2024,6,PRD_001,TER_MW_02,453,87,366,265005,180203.4,36,45,6,2024,465.0,446.0,451.0,453.0,0.0
2024-07-01,2024,7,PRD_001,TER_MW_02,378,94,284,221130,150368.4,30,41,7,2024,453.0,465.0,454.6666666666667,378.0,0.0
2024-08-01,2024,8,PRD_001,TER_MW_02,431,78,353,252135,171451.8,36,51,8,2024,378.0,453.0,432.0,431.0,0.0
2024-09-01,2024,9,PRD_001,TER_MW_02,437,105,332,255645,173838.6,71,83,9,2024,431.0,378.0,420.6666666666667,437.0,0.0
2024-10-01,2024,10,PRD_001,TER_MW_02,407,94,313,238095,161904.6,43,50,10,2024,437.0,431.0,415.3333333333333,407.0,0.0
2024-11-01,2024,11,PRD_001,TER_MW_02,463,124,339,270855,184181.4,41,52,11,2024,407.0,437.0,425.0,463.0,0.0
2024-12-01,2024,12,PRD_001,TER_MW_02,449,98,351,262665,178612.2,62,61,12,2024,463.0,407.0,435.6666666666667,449.0,0.0
2025-01-01,2025,1,PRD_001,TER_MW_02,522,97,425,305370,207651.6,26,74,1,2025,449.0,463.0,439.6666666666667,468.0,54.0
2025-02-01,2025,2,PRD_001,TER_MW_02,529,166,363,309465,210436.2,27,80,2,2025,522.0,449.0,478.0,517.0,12.0
2025-03-01,2025,3,PRD_001,TER_MW_02,488,102,386,285480,194126.4,61,42,3,2025,529.0,522.0,500.0,490.0,-2.0
2025-04-01,2025,4,PRD_001,TER_MW_02,527,101,426,308295,209640.6,64,76,4,2025,488.0,529.0,513.0,530.0,-3.0
2025-05-01,2025,5,PRD_001,TER_MW_02,513,122,391,300105,204071.4,39,51,5,2025,527.0,488.0,514.6666666666666,506.0,7.0
2025-06-01,2025,6,PRD_001,TER_MW_02,485,109,376,283725,192933.0,67,76,6,2025,513.0,527.0,509.3333333333333,516.0,-31.0
2025-07-01,2025,7,PRD_001,TER_MW_02,557,131,426,325845,221574.6,30,75,7,2025,485.0,513.0,508.3333333333333,482.0,75.0
2025-08-01,2025,8,PRD_001,TER_MW_02,476,139,337,278460,189352.8,33,95,8,2025,557.0,485.0,518.3333333333334,519.0,-43.0
2025-09-01,2025,9,PRD_001,TER_MW_02,497,99,398,290745,197706.6,74,59,9,2025,476.0,557.0,506.0,478.0,19.0
2025-10-01,2025,10,PRD_001,TER_MW_02,535,146,389,312975,212823.0,43,92,10,2025,497.0,476.0,510.0,512.0,23.0
2025-11-01,2025,11,PRD_001,TER_MW_02,521,145,376,304785,207253.8,39,97,11,2025,535.0,497.0,502.6666666666667,513.0,8.0
2025-12-01,2025,12,PRD_001,TER_MW_02,549,102,447,321165,218392.2,51,79,12,2025,521.0,535.0,517.6666666666666,569.0,-20.0
2023-04-01,2023,4,PRD_001,TER_NE_01,400,104,296,234000,159120.0,69,61,4,2023,377.0,365.0,376.3333333333333,400.0,0.0
2023-05-01,2023,5,PRD_001,TER_NE_01,378,82,296,221130,150368.4,37,59,5,2023,400.0,377.0,380.6666666666667,378.0,0.0
2023-06-01,2023,6,PRD_001,TER_NE_01,389,116,273,227565,154744.2,43,75,6,2023,378.0,400.0,385.0,389.0,0.0
2023-07-01,2023,7,PRD_001,TER_NE_01,410,114,296,239850,163098.0,25,54,7,2023,389.0,378.0,389.0,410.0,0.0
2023-08-01,2023,8,PRD_001,TER_NE_01,375,80,295,219375,149175.0,70,53,8,2023,410.0,389.0,392.3333333333333,375.0,0.0
2023-09-01,2023,9,PRD_001,TER_NE_01,358,79,279,209430,142412.4,27,55,9,2023,375.0,410.0,391.3333333333333,358.0,0.0
2023-10-01,2023,10,PRD_001,TER_NE_01,368,108,260,215280,146390.4,29,47,10,2023,358.0,375.0,381.0,368.0,0.0
2023-11-01,2023,11,PRD_001,TER_NE_01,385,79,306,225225,153153.0,50,55,11,2023,368.0,358.0,367.0,385.0,0.0
2023-12-01,2023,12,PRD_001,TER_NE_01,428,88,340,250380,170258.4,51,55,12,2023,385.0,368.0,370.3333333333333,428.0,0.0
2024-01-01,2024,1,PRD_001,TER_NE_01,415,81,334,242775,165087.0,70,60,1,2024,428.0,385.0,393.6666666666667,415.0,0.0
2024-02-01,2024,2,PRD_001,TER_NE_01,466,119,347,272610,185374.8,44,88,2,2024,415.0,428.0,409.3333333333333,466.0,0.0
2024-03-01,2024,3,PRD_001,TER_NE_01,474,132,342,277290,188557.2,40,81,3,2024,466.0,415.0,436.3333333333333,474.0,0.0
2024-04-01,2024,4,PRD_001,TER_NE_01,497,101,396,290745,197706.6,34,65,4,2024,474.0,466.0,451.6666666666667,497.0,0.0
2024-05-01,2024,5,PRD_001,TER_NE_01,413,92,321,241605,164291.4,41,40,5,2024,497.0,474.0,479.0,413.0,0.0
2024-06-01,2024,6,PRD_001,TER_NE_01,472,123,349,276120,187761.6,63,61,6,2024,413.0,497.0,461.3333333333333,472.0,0.0
2024-07-01,2024,7,PRD_001,TER_NE_01,435,111,324,254475,173043.0,52,73,7,2024,472.0,413.0,460.6666666666667,435.0,0.0
2024-08-01,2024,8,PRD_001,TER_NE_01,409,95,314,239265,162700.2,45,42,8,2024,435.0,472.0,440.0,409.0,0.0
2024-09-01,2024,9,PRD_001,TER_NE_01,408,111,297,238680,162302.4,37,86,9,2024,409.0,435.0,438.6666666666667,408.0,0.0
2024-10-01,2024,10,PRD_001,TER_NE_01,423,81,342,247455,168269.4,38,61,10,2024,408.0,409.0,417.3333333333333,423.0,0.0
2024-11-01,2024,11,PRD_001,TER_NE_01,458,127,331,267930,182192.4,61,53,11,2024,423.0,408.0,413.3333333333333,458.0,0.0
2024-12-01,2024,12,PRD_001,TER_NE_01,486,99,387,284310,193330.8,42,48,12,2024,458.0,423.0,429.6666666666667,486.0,0.0
2025-01-01,2025,1,PRD_001,TER_NE_01,513,107,406,300105,204071.4,52,67,1,2025,486.0,458.0,455.6666666666667,497.0,16.0
2025-02-01,2025,2,PRD_001,TER_NE_01,464,114,350,271440,184579.2,37,81,2,2025,513.0,486.0,485.6666666666667,515.0,-51.0
2025-03-01,2025,3,PRD_001,TER_NE_01,528,119,409,308880,210038.4,56,73,3,2025,464.0,513.0,487.6666666666667,494.0,34.0
2025-04-01,2025,4,PRD_001,TER_NE_01,532,95,437,311220,211629.6,37,42,4,2025,528.0,464.0,501.6666666666667,489.0,43.0
2025-05-01,2025,5,PRD_001,TER_NE_01,495,140,355,289575,196911.0,32,81,5,2025,532.0,528.0,508.0,511.0,-16.0
2025-06-01,2025,6,PRD_001,TER_NE_01,519,98,421,303615,206458.2,73,65,6,2025,495.0,532.0,518.3333333333334,483.0,36.0
2025-07-01,2025,7,PRD_001,TER_NE_01,493,90,403,288405,196115.4,72,47,7,2025,519.0,495.0,515.3333333333334,502.0,-9.0
2025-08-01,2025,8,PRD_001,TER_NE_01,442,84,358,258570,175827.6,34,46,8,2025,493.0,519.0,502.3333333333333,466.0,-24.0
2025-09-01,2025,9,PRD_001,TER_NE_01,513,117,396,300105,204071.4,46,92,9,2025,442.0,493.0,484.6666666666667,484.0,29.0
2025-10-01,2025,10,PRD_001,TER_NE_01,470,118,352,274950,186966.0,26,74,10,2025,513.0,442.0,482.6666666666667,487.0,-17.0
2025-11-01,2025,11,PRD_001,TER_NE_01,552,136,416,322920,219585.6,47,100,11,2025,470.0,513.0,475.0,506.0,46.0
2025-12-01,2025,12,PRD_001,TER_NE_01,590,184,406,345150,234702.0,64,100,12,2025,552.0,470.0,511.6666666666667,565.0,25.0
2023-04-01,2023,4,PRD_001,TER_NE_02,402,128,274,235170,159915.6,32,94,4,2023,392.0,370.0,375.0,402.0,0.0
2023-05-01,2023,5,PRD_001,TER_NE_02,404,108,296,236340,160711.2,71,50,5,2023,402.0,392.0,388.0,404.0,0.0
2023-06-01,2023,6,PRD_001,TER_NE_02,378,81,297,221130,150368.4,32,34,6,2023,404.0,402.0,399.3333333333333,378.0,0.0
2023-07-01,2023,7,PRD_001,TER_NE_02,382,86,296,223470,151959.6,37,64,7,2023,378.0,404.0,394.6666666666667,382.0,0.0
2023-08-01,2023,8,PRD_001,TER_NE_02,385,80,305,225225,153153.0,69,63,8,2023,382.0,378.0,388.0,385.0,0.0
2023-09-01,2023,9,PRD_001,TER_NE_02,362,67,295,211770,144003.6,39,39,9,2023,385.0,382.0,381.6666666666667,362.0,0.0
2023-10-01,2023,10,PRD_001,TER_NE_02,367,75,292,214695,145992.6,53,48,10,2023,362.0,385.0,376.3333333333333,367.0,0.0
2023-11-01,2023,11,PRD_001,TER_NE_02,438,99,339,256230,174236.4,61,40,11,2023,367.0,362.0,371.3333333333333,438.0,0.0
2023-12-01,2023,12,PRD_001,TER_NE_02,387,81,306,226395,153948.6,71,33,12,2023,438.0,367.0,389.0,387.0,0.0
2024-01-01,2024,1,PRD_001,TER_NE_02,442,124,318,258570,175827.6,57,84,1,2024,387.0,438.0,397.3333333333333,442.0,0.0
2024-02-01,2024,2,PRD_001,TER_NE_02,455,141,314,266175,180999.0,36,95,2,2024,442.0,387.0,422.3333333333333,455.0,0.0
2024-03-01,2024,3,PRD_001,TER_NE_02,454,127,327,265590,180601.2,51,74,3,2024,455.0,442.0,428.0,454.0,0.0
2024-04-01,2024,4,PRD_001,TER_NE_02,459,115,344,268515,182590.2,32,47,4,2024,454.0,455.0,450.3333333333333,459.0,0.0
2024-05-01,2024,5,PRD_001,TER_NE_02,408,99,309,238680,162302.4,67,46,5,2024,459.0,454.0,456.0,408.0,0.0
2024-06-01,2024,6,PRD_001,TER_NE_02,459,134,325,268515,182590.2,27,86,6,2024,408.0,459.0,440.3333333333333,459.0,0.0
2024-07-01,2024,7,PRD_001,TER_NE_02,430,127,303,251550,171054.0,57,95,7,2024,459.0,408.0,442.0,430.0,0.0
2024-08-01,2024,8,PRD_001,TER_NE_02,448,103,345,262080,178214.4,49,47,8,2024,430.0,459.0,432.3333333333333,448.0,0.0
2024-09-01,2024,9,PRD_001,TER_NE_02,426,76,350,249210,169462.8,48,58,9,2024,448.0,430.0,445.6666666666667,426.0,0.0
2024-10-01,2024,10,PRD_001,TER_NE_02,424,100,324,248040,168667.2,42,76,10,2024,426.0,448.0,434.6666666666667,424.0,0.0
2024-11-01,2024,11,PRD_001,TER_NE_02,449,122,327,262665,178612.2,39,56,11,2024,424.0,426.0,432.6666666666667,449.0,0.0
2024-12-01,2024,12,PRD_001,TER_NE_02,494,130,364,288990,196513.2,57,96,12,2024,449.0,424.0,433.0,494.0,0.0
2025-01-01,2025,1,PRD_001,TER_NE_02,501,101,400,293085,199297.8,68,47,1,2025,494.0,449.0,455.6666666666667,495.0,6.0
2025-02-01,2025,2,PRD_001,TER_NE_02,498,121,377,291330,198104.4,32,88,2,2025,501.0,494.0,481.3333333333333,514.0,-16.0
2025-03-01,2025,3,PRD_001,TER_NE_02,470,130,340,274950,186966.0,29,57,3,2025,498.0,501.0,497.6666666666667,493.0,-23.0
2025-04-01,2025,4,PRD_001,TER_NE_02,526,125,401,307710,209242.8,60,86,4,2025,470.0,498.0,489.6666666666667,496.0,30.0
2025-05-01,2025,5,PRD_001,TER_NE_02,502,117,385,293670,199695.6,31,69,5,2025,526.0,470.0,498.0,492.0,10.0
2025-06-01,2025,6,PRD_001,TER_NE_02,548,145,403,320580,217994.4,54,73,6,2025,502.0,526.0,499.3333333333333,483.0,65.0
2025-07-01,2025,7,PRD_001,TER_NE_02,481,116,365,281385,191341.8,30,85,7,2025,548.0,502.0,525.3333333333334,538.0,-57.0
2025-08-01,2025,8,PRD_001,TER_NE_02,470,141,329,274950,186966.0,41,112,8,2025,481.0,548.0,510.3333333333333,492.0,-22.0
2025-09-01,2025,9,PRD_001,TER_NE_02,507,158,349,296595,201684.6,70,85,9,2025,470.0,481.0,499.6666666666667,483.0,24.0
2025-10-01,2025,10,PRD_001,TER_NE_02,478,148,330,279630,190148.4,71,80,10,2025,507.0,470.0,486.0,482.0,-4.0
2025-11-01,2025,11,PRD_001,TER_NE_02,539,148,391,315315,214414.2,31,92,11,2025,478.0,507.0,485.0,509.0,30.0
2025-12-01,2025,12,PRD_001,TER_NE_02,544,158,386,318240,216403.2,58,90,12,2025,539.0,478.0,508.0,546.0,-2.0
2023-04-01,2023,4,PRD_001,TER_SO_01,503,91,412,294255,200093.4,56,70,4,2023,494.0,437.0,457.6666666666667,503.0,0.0
2023-05-01,2023,5,PRD_001,TER_SO_01,511,158,353,298935,203275.8,44,103,5,2023,503.0,494.0,478.0,511.0,0.0
2023-06-01,2023,6,PRD_001,TER_SO_01,460,133,327,269100,182988.0,74,76,6,2023,511.0,503.0,502.6666666666667,460.0,0.0
2023-07-01,2023,7,PRD_001,TER_SO_01,445,104,341,260325,177021.0,73,69,7,2023,460.0,511.0,491.3333333333333,445.0,0.0
2023-08-01,2023,8,PRD_001,TER_SO_01,502,156,346,293670,199695.6,54,70,8,2023,445.0,460.0,472.0,502.0,0.0
2023-09-01,2023,9,PRD_001,TER_SO_01,452,109,343,264420,179805.6,26,51,9,2023,502.0,445.0,469.0,452.0,0.0
2023-10-01,2023,10,PRD_001,TER_SO_01,523,134,389,305955,208049.4,37,84,10,2023,452.0,502.0,466.3333333333333,523.0,0.0
2023-11-01,2023,11,PRD_001,TER_SO_01,514,149,365,300690,204469.2,74,94,11,2023,523.0,452.0,492.3333333333333,514.0,0.0
2023-12-01,2023,12,PRD_001,TER_SO_01,487,117,370,284895,193728.6,44,59,12,2023,514.0,523.0,496.3333333333333,487.0,0.0
2024-01-01,2024,1,PRD_001,TER_SO_01,531,151,380,310635,211231.8,48,62,1,2024,487.0,514.0,508.0,531.0,0.0
2024-02-01,2024,2,PRD_001,TER_SO_01,584,153,431,341640,232315.2,64,90,2,2024,531.0,487.0,510.6666666666667,584.0,0.0
2024-03-01,2024,3,PRD_001,TER_SO_01,570,135,435,333450,226746.0,55,101,3,2024,584.0,531.0,534.0,570.0,0.0
2024-04-01,2024,4,PRD_001,TER_SO_01,582,113,469,340470,231519.6,30,58,4,2024,570.0,584.0,561.6666666666666,582.0,0.0
2024-05-01,2024,5,PRD_001,TER_SO_01,538,151,387,314730,214016.4,53,101,5,2024,582.0,570.0,578.6666666666666,538.0,0.0
2024-06-01,2024,6,PRD_001,TER_SO_01,558,106,452,326430,221972.4,68,47,6,2024,538.0,582.0,563.3333333333334,558.0,0.0
2024-07-01,2024,7,PRD_001,TER_SO_01,572,130,442,334620,227541.6,33,86,7,2024,558.0,538.0,559.3333333333334,572.0,0.0
2024-08-01,2024,8,PRD_001,TER_SO_01,552,120,432,322920,219585.6,43,80,8,2024,572.0,558.0,556.0,552.0,0.0
2024-09-01,2024,9,PRD_001,TER_SO_01,497,128,369,290745,197706.6,65,81,9,2024,552.0,572.0,560.6666666666666,497.0,0.0
2024-10-01,2024,10,PRD_001,TER_SO_01,568,102,466,332280,225950.4,36,68,10,2024,497.0,552.0,540.3333333333334,568.0,0.0
2024-11-01,2024,11,PRD_001,TER_SO_01,524,108,416,306540,208447.2,30,43,11,2024,568.0,497.0,539.0,524.0,0.0
2024-12-01,2024,12,PRD_001,TER_SO_01,591,133,458,345735,235099.8,50,83,12,2024,524.0,568.0,529.6666666666666,591.0,0.0
2025-01-01,2025,1,PRD_001,TER_SO_01,614,180,434,359190,244249.2,52,109,1,2025,591.0,524.0,561.0,592.0,22.0
2025-02-01,2025,2,PRD_001,TER_SO_01,667,129,538,390195,265332.6,54,67,2,2025,614.0,591.0,576.3333333333334,621.0,46.0
2025-03-01,2025,3,PRD_001,TER_SO_01,693,202,491,405405,275675.4,54,81,3,2025,667.0,614.0,624.0,602.0,91.0
2025-04-01,2025,4,PRD_001,TER_SO_01,621,148,473,363285,247033.8,57,69,4,2025,693.0,667.0,658.0,613.0,8.0
2025-05-01,2025,5,PRD_001,TER_SO_01,679,136,543,397215,270106.2,27,80,5,2025,621.0,693.0,660.3333333333334,594.0,85.0
2025-06-01,2025,6,PRD_001,TER_SO_01,626,166,460,366210,249022.8,36,112,6,2025,679.0,621.0,664.3333333333334,596.0,30.0
2025-07-01,2025,7,PRD_001,TER_SO_01,604,117,487,353340,240271.2,44,90,7,2025,626.0,679.0,642.0,597.0,7.0
2025-08-01,2025,8,PRD_001,TER_SO_01,584,173,411,341640,232315.2,40,101,8,2025,604.0,626.0,636.3333333333334,558.0,26.0
2025-09-01,2025,9,PRD_001,TER_SO_01,593,120,473,346905,235895.4,35,86,9,2025,584.0,604.0,604.6666666666666,552.0,41.0
2025-10-01,2025,10,PRD_001,TER_SO_01,607,155,452,355095,241464.6,62,84,10,2025,593.0,584.0,593.6666666666666,556.0,51.0
2025-11-01,2025,11,PRD_001,TER_SO_01,705,204,501,412425,280449.0,69,115,11,2025,607.0,593.0,594.6666666666666,569.0,136.0
2025-12-01,2025,12,PRD_001,TER_SO_01,703,151,552,411255,279653.4,67,65,12,2025,705.0,607.0,635.0,592.0,111.0
2023-04-01,2023,4,PRD_001,TER_SO_02,492,90,402,287820,195717.6,27,60,4,2023,488.0,461.0,476.6666666666667,492.0,0.0
2023-05-01,2023,5,PRD_001,TER_SO_02,511,124,387,298935,203275.8,57,97,5,2023,492.0,488.0,480.3333333333333,511.0,0.0
2023-06-01,2023,6,PRD_001,TER_SO_02,473,130,343,276705,188159.4,29,55,6,2023,511.0,492.0,497.0,473.0,0.0
2023-07-01,2023,7,PRD_001,TER_SO_02,484,139,345,283140,192535.2,63,78,7,2023,473.0,511.0,492.0,484.0,0.0
2023-08-01,2023,8,PRD_001,TER_SO_02,497,113,384,290745,197706.6,36,82,8,2023,484.0,473.0,489.3333333333333,497.0,0.0
2023-09-01,2023,9,PRD_001,TER_SO_02,459,104,355,268515,182590.2,49,77,9,2023,497.0,484.0,484.6666666666667,459.0,0.0
2023-10-01,2023,10,PRD_001,TER_SO_02,473,138,335,276705,188159.4,51,105,10,2023,459.0,497.0,480.0,473.0,0.0
2023-11-01,2023,11,PRD_001,TER_SO_02,442,139,303,258570,175827.6,50,100,11,2023,473.0,459.0,476.3333333333333,442.0,0.0
2023-12-01,2023,12,PRD_001,TER_SO_02,517,123,394,302445,205662.6,41,83,12,2023,442.0,473.0,458.0,517.0,0.0
2024-01-01,2024,1,PRD_001,TER_SO_02,528,124,404,308880,210038.4,42,72,1,2024,517.0,442.0,477.3333333333333,528.0,0.0
2024-02-01,2024,2,PRD_001,TER_SO_02,541,162,379,316485,215209.8,30,78,2,2024,528.0,517.0,495.6666666666667,541.0,0.0
2024-03-01,2024,3,PRD_001,TER_SO_02,546,115,431,319410,217198.8,44,48,3,2024,541.0,528.0,528.6666666666666,546.0,0.0
2024-04-01,2024,4,PRD_001,TER_SO_02,591,180,411,345735,235099.8,44,80,4,2024,546.0,541.0,538.3333333333334,591.0,0.0
2024-05-01,2024,5,PRD_001,TER_SO_02,590,130,460,345150,234702.0,74,59,5,2024,591.0,546.0,559.3333333333334,590.0,0.0
2024-06-01,2024,6,PRD_001,TER_SO_02,560,157,403,327600,222768.0,74,101,6,2024,590.0,591.0,575.6666666666666,560.0,0.0
2024-07-01,2024,7,PRD_001,TER_SO_02,507,123,384,296595,201684.6,34,78,7,2024,560.0,590.0,580.3333333333334,507.0,0.0
2024-08-01,2024,8,PRD_001,TER_SO_02,492,92,400,287820,195717.6,40,68,8,2024,507.0,560.0,552.3333333333334,492.0,0.0
2024-09-01,2024,9,PRD_001,TER_SO_02,521,106,415,304785,207253.8,68,61,9,2024,492.0,507.0,519.6666666666666,521.0,0.0
2024-10-01,2024,10,PRD_001,TER_SO_02,489,105,384,286065,194524.2,33,75,10,2024,521.0,492.0,506.6666666666667,489.0,0.0
2024-11-01,2024,11,PRD_001,TER_SO_02,560,163,397,327600,222768.0,46,70,11,2024,489.0,521.0,500.6666666666667,560.0,0.0
2024-12-01,2024,12,PRD_001,TER_SO_02,613,126,487,358605,243851.4,40,100,12,2024,560.0,489.0,523.3333333333334,613.0,0.0
2025-01-01,2025,1,PRD_001,TER_SO_02,586,151,435,342810,233110.8,70,76,1,2025,613.0,560.0,554.0,618.0,-32.0
2025-02-01,2025,2,PRD_001,TER_SO_02,636,145,491,372060,253000.8,41,111,2,2025,586.0,613.0,586.3333333333334,617.0,19.0
2025-03-01,2025,3,PRD_001,TER_SO_02,635,169,466,371475,252603.0,57,134,3,2025,636.0,586.0,611.6666666666666,614.0,21.0
2025-04-01,2025,4,PRD_001,TER_SO_02,613,137,476,358605,243851.4,68,85,4,2025,635.0,636.0,619.0,589.0,24.0
